Taxon,Category,Associated crop type general,Associated crop type specific,Genus,Associated crop,SRSex,GRSex,ERSex,FCSex,FCSex priority category,SRSin,GRSin,ERSin,FCSin,FCSin priority category,FCSex value,FCSin value,FCSc_min,FCSc_max,FCSc mean,FCSc_min priority category,FCSc_max priority category,FCSc mean priority category,EOO status,AOO status,Combined threat assessment status,file_path
Vaccinium elliottii,1A,Food,Fruits,Vaccinium,"Blueberry, cranberry, lingonberry",1.104176668,5.323915849,36.36363636,14.26390963,UP,12.55060729,4.081384919,100.0,38.87733074,HP,14.26390963,38.87733074,14.26390963,38.87733074,26.57062018,UP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Vaccinium/Vaccinium elliottii_Run20200203_2020-08-17.html
Vaccinium erythrocarpum,1B,Food,Fruits,Vaccinium,"Blueberry, cranberry, lingonberry",1.160541586,41.94080828,50.0,31.03378329,HP,26.66666667,21.48677205,100.0,49.38447957,HP,31.03378329,49.38447957,31.03378329,49.38447957,40.20913143,HP,HP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),
Vaccinium erythrocarpum subsp. erythrocarpum,1C,Food,Fruits,Vaccinium,"Blueberry, cranberry, lingonberry",2.573529412,64.08060163,100.0,55.55137701,MP,25.0,18.55823712,100.0,47.85274571,HP,55.55137701,47.85274571,47.85274571,55.55137701,51.70206136,HP,MP,MP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Vaccinium/Vaccinium erythrocarpum subsp. erythrocarpum_Run20200203_2020-08-17.html
Vaccinium formosum,1A,Food,Fruits,Vaccinium,"Blueberry, cranberry, lingonberry",2.922755741,4.270998514,37.5,14.89791809,UP,0.0,5.577967476,75.0,26.85932249,HP,14.89791809,26.85932249,14.89791809,26.85932249,20.87862029,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Vaccinium/Vaccinium formosum_Run20200203_2020-08-17.html
Vaccinium fuscatum,1A,Food,Fruits,Vaccinium,"Blueberry, cranberry, lingonberry",0.927865908,2.627336091,22.22222222,8.592474741,UP,7.659574468,5.62369175,88.88888889,34.05738504,HP,8.592474741,34.05738504,8.592474741,34.05738504,21.32492989,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Vaccinium/Vaccinium fuscatum_Run20200203_2020-08-17.html
Vaccinium hirsutum,1A,Food,Fruits,Vaccinium,"Blueberry, cranberry, lingonberry",0.537634409,36.33580164,100.0,45.62447868,HP,20.83333333,20.59416014,100.0,47.14249782,HP,45.62447868,47.14249782,45.62447868,47.14249782,46.38348825,HP,HP,HP,Endangered (EN),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Vaccinium/Vaccinium hirsutum_Run20200203_2020-08-17.html
Vaccinium macrocarpon,1A,Food,Fruits,Vaccinium,"Blueberry, cranberry, lingonberry",4.325581395,10.64866987,66.66666667,27.21363931,HP,10.08403361,6.040549355,93.33333333,36.48597210000001,HP,27.21363931,36.48597210000001,27.21363931,36.48597210000001,31.84980571,HP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Vaccinium/Vaccinium macrocarpon_Run20200203_2020-08-17.html
Vaccinium membranaceum,1A,Food,Fruits,Vaccinium,"Blueberry, cranberry, lingonberry",2.266872746,19.20242431,66.66666667,29.37865457,HP,28.05362463,19.79294843,83.33333333,43.72663546,HP,29.37865457,43.72663546,29.37865457,43.72663546,36.55264502,HP,HP,HP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Vaccinium/Vaccinium membranaceum_Run20200203_2020-08-17.html
Vaccinium myrsinites,1A,Food,Fruits,Vaccinium,"Blueberry, cranberry, lingonberry",0.6122448979999999,4.360181719,20.0,8.324142206,UP,14.96062992,6.7543205460000015,80.0,33.90498349,HP,8.324142206,33.90498349,8.324142206,33.90498349,21.11456285,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Vaccinium/Vaccinium myrsinites_Run20200203_2020-08-17.html
Vaccinium myrtilloides,1A,Food,Fruits,Vaccinium,"Blueberry, cranberry, lingonberry",1.5821058369999998,2.216612105,20.83333333,8.210683759,UP,12.64367816,9.165586483,95.83333333,39.21419933,HP,8.210683759,39.21419933,8.210683759,39.21419933,23.71244154,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Vaccinium/Vaccinium myrtilloides_Run20200203_2020-08-17.html
Vaccinium myrtillus,1A,Food,Fruits,Vaccinium,"Blueberry, cranberry, lingonberry",0.403283883,6.760357461,52.63157895,19.931740100000006,UP,20.67307692,22.57855665,84.21052632,42.48738663,HP,19.931740100000006,42.48738663,19.931740100000006,42.48738663,31.20956336,UP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Vaccinium/Vaccinium myrtillus_Run20200203_2020-08-17.html
Vaccinium ovalifolium,1A,Food,Fruits,Vaccinium,"Blueberry, cranberry, lingonberry",2.565726956,19.86782221,52.0,24.81118306,UP,26.70753065,25.93396666,100.0,50.8804991,MP,24.81118306,50.8804991,24.81118306,50.8804991,37.84584108,UP,MP,HP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),
Vaccinium ovalifolium var. ovalifolium,1A,Food,Fruits,Vaccinium,"Blueberry, cranberry, lingonberry",2.564914503,17.57203041,60.86956522,27.00217004,HP,23.12390925,26.7374707,91.30434783,47.05524259,HP,27.00217004,47.05524259,27.00217004,47.05524259,37.02870632,HP,HP,HP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Vaccinium/Vaccinium ovalifolium var. ovalifolium_Run20200203_2020-08-17.html
Vaccinium ovatum,1B,Food,Fruits,Vaccinium,"Blueberry, cranberry, lingonberry",1.532941944,32.77074009,63.63636364,32.64668189,HP,18.95734597,9.865170135,81.81818182,36.88023264,HP,32.64668189,36.88023264,32.64668189,36.88023264,34.76345727,HP,HP,HP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Vaccinium/Vaccinium ovatum_Run20200203_2020-08-17.html
Vaccinium oxycoccos,1A,Food,Fruits,Vaccinium,"Blueberry, cranberry, lingonberry",0.405792489,3.612116307,44.73684211,16.25158363,UP,14.83443709,13.62836396,100.0,42.82093368,HP,16.25158363,42.82093368,16.25158363,42.82093368,29.53625866,UP,HP,HP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Vaccinium/Vaccinium oxycoccos_Run20200203_2020-08-17.html
Vaccinium pallidum,1A,Food,Fruits,Vaccinium,"Blueberry, cranberry, lingonberry",0.812881038,7.004670401,57.89473684,21.90409609,UP,9.070034442999999,4.91879655,89.47368421,34.48750507,HP,21.90409609,34.48750507,21.90409609,34.48750507,28.19580058,UP,HP,HP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Vaccinium/Vaccinium pallidum_Run20200203_2020-08-17.html
Vaccinium parvifolium,1A,Food,Fruits,Vaccinium,"Blueberry, cranberry, lingonberry",2.308499475,35.80227429,60.0,32.70359125,HP,15.89595376,18.09879722,86.66666667,40.22047255,HP,32.70359125,40.22047255,32.70359125,40.22047255,36.4620319,HP,HP,HP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Vaccinium/Vaccinium parvifolium_Run20200203_2020-08-17.html
Vaccinium reticulatum,1A,Food,Fruits,Vaccinium,"Blueberry, cranberry, lingonberry",9.375,84.41845948,100.0,64.59781983,MP,45.74468085,37.54814003,100.0,61.09760696,MP,64.59781983,61.09760696,61.09760696,64.59781983,62.84771339,MP,MP,MP,Possible Near Threatened (NT),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Vaccinium/Vaccinium reticulatum_Run20200203_2020-08-17.html
Vaccinium scoparium,1A,Food,Fruits,Vaccinium,"Blueberry, cranberry, lingonberry",0.622891254,11.25607296,63.15789474,25.01228632,HP,34.50844091,25.63004347,84.21052632,48.1163369,HP,25.01228632,48.1163369,25.01228632,48.1163369,36.56431161,HP,HP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Vaccinium/Vaccinium scoparium_Run20200203_2020-08-17.html
Vaccinium simulatum,1A,Food,Fruits,Vaccinium,"Blueberry, cranberry, lingonberry",3.703703704,52.98211687,100.0,52.22860686,MP,21.73913043,18.84501702,100.0,46.86138248,HP,52.22860686,46.86138248,46.86138248,52.22860686,49.54499467,HP,MP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Vaccinium/Vaccinium simulatum_Run20200203_2020-08-17.html
Vaccinium stamineum,1A,Food,Fruits,Vaccinium,"Blueberry, cranberry, lingonberry",0.389064143,6.502072551,43.47826087,16.78979919,UP,5.823627288,5.067053412,95.65217391,35.51428487,HP,16.78979919,35.51428487,16.78979919,35.51428487,26.15204203,UP,HP,HP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Vaccinium/Vaccinium stamineum_Run20200203_2020-08-17.html
Vaccinium tenellum,1A,Food,Fruits,Vaccinium,"Blueberry, cranberry, lingonberry",1.070472792,19.22174423,57.14285714,25.81169139,HP,5.8823529410000015,4.345484032,71.42857143,27.2188028,HP,25.81169139,27.2188028,25.81169139,27.2188028,26.51524709,HP,HP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Vaccinium/Vaccinium tenellum_Run20200203_2020-08-17.html
Vaccinium uliginosum,1A,Food,Fruits,Vaccinium,"Blueberry, cranberry, lingonberry",0.702345835,4.456428884,34.21052632,13.12310035,UP,29.28746929,31.5194286,97.36842105,52.72510631,MP,13.12310035,52.72510631,13.12310035,52.72510631,32.92410333,UP,MP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Vaccinium/Vaccinium uliginosum_Run20200203_2020-08-17.html
Vaccinium virgatum,1A,Food,Fruits,Vaccinium,"Blueberry, cranberry, lingonberry",0.7726980040000001,8.475132193,22.22222222,10.49001747,UP,4.918032787,4.014836733,100.0,36.31095651,HP,10.49001747,36.31095651,10.49001747,36.31095651,23.40048699,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Vaccinium/Vaccinium virgatum_Run20200203_2020-08-17.html
Vaccinium vitis-idaea,1A,Food,Fruits,Vaccinium,"Blueberry, cranberry, lingonberry",1.030373622,3.258042882,23.33333333,9.207249946000001,UP,24.43438914,27.91004462,93.33333333,48.5592557,HP,9.207249946000001,48.5592557,9.207249946000001,48.5592557,28.88325282,UP,HP,HP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Vaccinium/Vaccinium vitis-idaea_Run20200203_2020-08-17.html
